13 : 茉伶 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
4 : 和偉 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 和旭 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 錬優 : ['凶', '吉', '特殊格', '凶', '吉凶混合', '吉']
4 : 廉莉 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 廉梨 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 廉陽 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 廉菜 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 廉結 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 廉恵 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 廉温 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 烈里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 烈希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 烈花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 零莉 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 零梨 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 零陽 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 零菜 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 零結 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 零恵 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 零温 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 礼莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 礼莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 礼恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 礼恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 玲優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 怜陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 怜優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 怜朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 怜結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 怜温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 倫里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 倫希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 倫花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 諒優 : ['凶', '大吉', '吉', '凶', '吉', '凶']
4 : 凌里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 凌希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 凌花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 亮優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 了莉 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 了莉 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 了恵 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 了恵 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 竜里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 竜希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 竜花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 隆朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 隆朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 隆朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 流里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 流希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 流花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 立莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 立莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 立恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 立恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 律優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 里了 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 里了 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 理朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 理朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨百 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨百 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨凪 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨壮 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨壮 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨光 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨圭 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨匡 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨宇 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨宇 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 梨旭 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 蘭夫 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 蘭太 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 嵐里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 嵐希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 嵐花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 頼優 : ['凶', '吉', '特殊格', '凶', '吉凶混合', '吉']
4 : 頼優 : ['凶', '吉', '特殊格', '凶', '吉凶混合', '吉']
4 : 陽廉 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽零 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽伶 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽誉 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽豊 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽兵 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽兵 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽誠 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽誠 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽聖 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽聖 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽伸 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽伸 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽初 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽秀 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽秀 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽獅 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽志 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽冴 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽克 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽宏 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽源 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽源 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽義 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽幹 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽幹 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽幹 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 陽完 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽完 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽快 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽我 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽我 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 陽花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 要優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 要優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 要優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 洋優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 揚里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 揚希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 揚花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 誉莉 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 誉梨 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 誉陽 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 誉菜 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 誉結 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 誉恵 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 誉温 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 雄里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 雄希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 雄花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 裕里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 裕希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 裕花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 柚廉 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚零 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚嶺 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 柚翼 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 柚誉 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 柚豊 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚誠 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚誠 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚聖 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚聖 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚獅 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚源 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚源 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚顕 : ['凶', '吉', '吉凶混合', '吉凶混合', '凶', '吉']
4 : 柚義 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚環 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 柚幹 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚幹 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 柚幹 : ['凶', '吉', '凶', '凶', '大吉', '吉']
4 : 勇優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 勇優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 優凜 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優凛 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優錬 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優諒 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優頼 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優頼 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優諭 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優範 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優徹 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優整 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優潤 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優賢 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優憲 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 優慧 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優儀 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優輝 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優毅 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優鋭 : ['凶', '凶', '吉', '大吉', '吉', '凶']
4 : 優叡 : ['凶', '凶', '特殊格', '吉', '吉凶混合', '吉']
4 : 諭優 : ['凶', '吉', '特殊格', '凶', '吉凶混合', '吉']
4 : 弥陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 弥優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 弥朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 弥結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 弥温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 猛朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 猛朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 茂陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 茂陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 茂優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 茂優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 茂朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 茂朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 茂結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 茂結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 茂温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 茂温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 満里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 満希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 満花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 鳳茉 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 鳳和 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 鳳実 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 鳳果 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 豊莉 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 豊梨 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 豊陽 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 豊菜 : ['凶', '凶', '大吉', '凶', '特殊格', '大吉']
4 : 豊結 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 豊恵 : ['凶', '凶', '吉', '凶', '吉', '大吉']
4 : 豊温 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 法陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 法陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 法優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 法優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 法朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 法朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 法結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 法結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 法温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 法温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 方茉 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 方和 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 方実 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 方果 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 峰里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 峰希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 峰花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 平莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 平莉 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 平恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 平恵 : ['凶', '凶', '大吉', '凶', '大吉', '吉凶混合']
4 : 文茉 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 文和 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 文実 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 文果 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 武陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 武優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 武朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 武結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 武温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 富里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 富希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 富花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 夫怜 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫蘭 : ['凶', '大吉', '吉', '凶', '吉', '凶']
4 : 夫弥 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫茂 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫茂 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫法 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫法 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫武 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫典 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫典 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫定 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫直 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫直 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫知 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫拓 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫卓 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫昌 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫昌 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫昇 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫昇 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫識 : ['凶', '大吉', '吉', '凶', '吉', '凶']
4 : 夫虎 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫顕 : ['凶', '大吉', '凶', '吉凶混合', '大吉', '凶']
4 : 夫尭 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫尭 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫岳 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫学 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫旺 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫旺 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫旺 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫旺 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫延 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫延 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫英 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫英 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 夫英 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 敏里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 敏希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 敏花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 飛優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 範優 : ['凶', '大吉', '吉', '凶', '吉', '凶']
4 : 発優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 博里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 博希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 博花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 能里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 能希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 能花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 徳茉 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 徳和 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 徳実 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 徳果 : ['凶', '吉', '凶', '吉', '大吉', '凶']
4 : 統里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 統希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 統花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 登里 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 登希 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 登花 : ['凶', '吉', '凶', '大吉', '凶', '吉']
4 : 展里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 展希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 展花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 天茉 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 天和 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 天実 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 天果 : ['凶', '大吉', '凶', '吉', '吉', '凶']
4 : 典陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 典陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 典優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 典優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 典朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 典朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 典結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 典結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 典温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 典温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 徹優 : ['凶', '大吉', '吉', '凶', '吉', '凶']
4 : 哲里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 哲希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 哲花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 定陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 定優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 定朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 定結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 定温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 貞優 : ['凶', '吉', '凶', '凶', '吉', '大吉']
4 : 通里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 通希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 通花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 直陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 直陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 直優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 直優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 直朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 直朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 直結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 直結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 直温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 直温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 著朱 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 知陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 知優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 知朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 知結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 知温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 拓陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 拓優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 拓朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 拓結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 拓温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 卓陽 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 卓優 : ['凶', '吉', '吉', '凶', '凶', '大吉']
4 : 卓朱 : ['凶', '吉', '凶', '大吉', '吉', '凶']
4 : 卓結 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 卓温 : ['凶', '吉', '凶', '吉', '特殊格', '吉凶混合']
4 : 大茉 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大茉 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大和 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大和 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大柚 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大柚 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大春 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大春 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大朱 : ['凶', '凶', '凶', '大吉', '吉', '吉']
4 : 大朱 : ['凶', '凶', '凶', '大吉', '吉', '吉']
4 : 大実 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大実 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大咲 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大咲 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大香 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大香 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大紀 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大紀 : ['凶', '凶', '凶', '吉', '吉', '大吉']
4 : 大果 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 大果 : ['凶', '凶', '吉', '吉', '凶', '大吉']
4 : 泰里 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 泰希 : ['凶', '凶', '吉', '大吉', '凶', '吉']
4 : 泰花 : ['凶', '凶', '吉', '大吉', '凶', '吉']
