13 : 茉良 : ['凶', '吉', '大吉', '大吉', '大吉', '大吉']
5 : 結松 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結昌 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結昌 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結昌 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結尚 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結純 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結潤 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結峻 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結珠 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結若 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結賛 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結賛 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結燦 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 結桜 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結桜 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結晃 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結幸 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結幸 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結倖 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結憩 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 結慶 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結慶 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結薫 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 結欣 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結協 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結京 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結鞠 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 結誼 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結宜 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結輝 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結輝 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結輝 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結嬉 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結環 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 結歓 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結岳 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結浬 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結芽 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結霞 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 結華 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結河 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結夏 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結佳 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結佳 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結旺 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結旺 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結縁 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結延 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結悦 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 結衛 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 結影 : ['凶', '吉', '吉凶混合', '大吉', '凶', '吉凶混合']
5 : 結依 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 結依 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 継柚 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 継春 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 継咲 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 継香 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 継紀 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 景莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 景莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 景茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 景優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 景実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 景恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 景果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 景果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 敬莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 敬茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 敬和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 敬優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 敬実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 敬恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 敬果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 憩陽 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 憩柚 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 憩春 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 憩朱 : ['凶', '吉', '凶', '大吉', '大吉', '凶']
5 : 憩咲 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 憩香 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 憩結 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 憩紀 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 憩温 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 恵茉 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵侑 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵和 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵和 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵和 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵陽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵陽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵陽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵葉 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵遊 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵裕 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵湧 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵愉 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵夜 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵明 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵岬 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵満 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵満 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵朋 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵苗 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵斐 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵波 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵敦 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵等 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵灯 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵長 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵朝 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵朝 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵忠 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵宙 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵尊 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵善 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵西 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵晴 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵成 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵成 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵松 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵晶 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵晶 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵昌 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵昌 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵昌 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵尚 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵朱 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵若 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵実 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵幸 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵幸 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵好 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵光 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵光 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵湖 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵結 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵結 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵景 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵景 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵敬 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵欽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵欣 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵暁 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵協 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵京 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵吉 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵宜 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵貴 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵喜 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵岳 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵開 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵賀 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵芽 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵河 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵果 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵果 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵佳 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵佳 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵温 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵温 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵旺 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵旺 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵延 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵瑛 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵雲 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵羽 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵宇 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵依 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵依 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 恵安 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵絢 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 恵旭 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵旭 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 恵渥 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 薫陽 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 薫柚 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 薫春 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 薫朱 : ['凶', '吉', '凶', '大吉', '大吉', '凶']
5 : 薫咲 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 薫香 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 薫結 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 薫紀 : ['凶', '吉', '吉', '吉', '凶', '吉凶混合']
5 : 薫温 : ['凶', '吉', '凶', '吉', '吉', '吉凶混合']
5 : 欽莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 欽茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 欽和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 欽優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 欽実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 欽恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 欽果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 欣莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 欣恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 暁莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 暁茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 暁和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 暁優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 暁実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 暁恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 暁果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 鏡里 : ['凶', '凶', '凶', '大吉', '吉', '大吉']
5 : 鏡朱 : ['凶', '凶', '吉', '大吉', '凶', '大吉']
5 : 鏡希 : ['凶', '凶', '凶', '大吉', '吉', '大吉']
5 : 鏡花 : ['凶', '凶', '凶', '大吉', '吉', '大吉']
5 : 協莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 協恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 京莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 京恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 亨梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 亨夫 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 亨太 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 亨菜 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 吉朱 : ['凶', '大吉', '凶', '大吉', '吉', '凶']
5 : 宜莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 宜恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 貴莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 貴茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 貴和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 貴優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 貴実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 貴恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 貴果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 紀予 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀木 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀天 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀丹 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀水 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀仁 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀心 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀火 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀火 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 紀円 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 希毬 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希曜 : ['凶', '大吉', '吉', '吉凶混合', '凶', '吉凶混合']
5 : 希予 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希悠 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希野 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希木 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希密 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希麻 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希望 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希望 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希萌 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希夫 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希夫 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希惇 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希都 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希天 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希丹 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希太 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希太 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希雪 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希崇 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希水 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希仁 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希深 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希心 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希情 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希梢 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希淳 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希淑 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希菜 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希菜 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希菜 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希彩 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希康 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希健 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希蛍 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希渓 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希郷 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 希火 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希火 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 希円 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 喜莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 喜茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 喜和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 喜優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 喜実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 喜恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 喜果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 寛柚 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 寛春 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 寛咲 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 寛香 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 寛紀 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 楽柚 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 楽春 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 楽咲 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 楽香 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 楽紀 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 岳莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 岳恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 馨茉 : ['凶', '特殊格', '凶', '吉', '吉', '吉']
5 : 馨和 : ['凶', '特殊格', '凶', '吉', '吉', '吉']
5 : 馨里 : ['凶', '特殊格', '吉凶混合', '大吉', '凶', '吉']
5 : 馨実 : ['凶', '特殊格', '凶', '吉', '吉', '吉']
5 : 馨希 : ['凶', '特殊格', '吉凶混合', '大吉', '凶', '吉']
5 : 馨花 : ['凶', '特殊格', '吉凶混合', '大吉', '凶', '吉']
5 : 馨果 : ['凶', '特殊格', '凶', '吉', '吉', '吉']
5 : 浬茉 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 浬和 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 浬陽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 浬朱 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 浬実 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 浬結 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 浬果 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 浬温 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 開莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 開茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 開和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 開優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 開実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 開恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 開果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 海夫 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 海夫 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 海太 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 海太 : ['凶', '吉', '大吉', '大吉', '凶', '凶']
5 : 雅柚 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 雅春 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 雅咲 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 雅香 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 雅紀 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 賀莉 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 賀茉 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 賀和 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 賀優 : ['凶', '吉', '特殊格', '凶', '吉', '吉']
5 : 賀実 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 賀恵 : ['凶', '吉', '凶', '凶', '大吉', '大吉']
5 : 賀果 : ['凶', '吉', '凶', '吉', '特殊格', '吉']
5 : 芽莉 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 芽恵 : ['凶', '吉', '吉', '凶', '吉凶混合', '吉']
5 : 華茉 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 華和 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 華陽 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 華朱 : ['凶', '凶', '大吉', '大吉', '吉', '凶']
5 : 華実 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 華結 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 華果 : ['凶', '凶', '吉', '吉', '吉凶混合', '吉']
5 : 華温 : ['凶', '凶', '凶', '吉', '大吉', '大吉']
5 : 花毬 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花梨 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花曜 : ['凶', '大吉', '吉', '吉凶混合', '凶', '吉凶混合']
5 : 花予 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
5 : 花悠 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花野 : ['凶', '大吉', '吉', '凶', '吉凶混合', '吉凶混合']
5 : 花木 : ['凶', '大吉', '吉', '大吉', '凶', '凶']
